PAD 226,NIGERIAN LABOUR LAW,2,ND ll ,1ST,pad,
ACC 111,PRINCIPLES OF ACCOUNTS I,3,ND ll ,1ST,pad,
PAD 126,PUBLIC SERVICE RULES AND REGULATIONS,2,ND ll ,1ST,pad,
ACC 212,COST ACCOUNTING I,3,ND ll ,2ND,pad,
PAD 124,ELEMENTS OF COOPERATIVE,2,ND ll ,2ND,pad,
PAD 214,INTRODUCTION TO PUBLIC ENTERPRISES MANAGEMENT,2,ND ll ,2ND,pad,
PAD 211,INTRODUCTION TO PUBLIC FINANCE,3,ND ll ,2ND,pad,
PAD 212,NIGERIAN GOVERNMENT & POLITICS II,2,ND ll ,2ND,pad,
EED 216,PRACTICE OF ENTREPRENEURSHIP,2,ND ll ,2ND,pad,
PAD 127,PRINCIPLES OF MARKETING,2,ND ll ,2ND,pad,
PAD 123,STATISTICS,2,ND ll ,2ND,pad,
GNS 211,USE OF ENGLISH II,2,ND ll ,2ND,pad,
ACC 223,AUDITING,2,ND lll ,1ST,pad,
ICT 211,INFORMATION TECHNOLOGY ESSENTIALS II,2,ND lll ,1ST,pad,
PAD 221,INTRODUCTION TO INTER-GOVERNMENTAL RELATIONS,3,ND lll ,1ST,pad,
PAD 224,LAW & PRACTICE OF MEETINGS,2,ND lll ,1ST,pad,
LGS 212,LOCAL GOVERNMENT ADMINISTRATION II,2,ND lll ,1ST,pad,
OTM 226,PEOPLE COMMUNICATION SKILLS,2,ND lll ,1ST,pad,
PAD 215,RESEARCH METHODS,2,ND lll ,1ST,pad,
PAD 223,COMMUNICATION & NATIONAL DEVELOPMENT,2,ND lll ,2ND,pad,
GNS 221,COMMUNICATION IN ENGLISH II,2,ND lll ,2ND,pad,
PAD 121,NIGERIAN GOVERNMENT & POLITICS I,2,ND lll ,2ND,pad,
PAD 217,OFFICE MANAGEMENT,2,ND lll ,2ND,pad,
PAD 213,PRINCIPLES OF HUMAN RESOURCES MANAGEMENT,3,ND lll ,2ND,pad,
PAD 229,PROJECT,4,ND lll ,2ND,pad,
PAD 222,SOCIAL AND ECONOMICAL DEVELOPMENT,3,ND lll ,2ND,pad,
ACC 224,TAXATION,3,ND lll ,2ND,pad,
